"FIPStxt","State","Area_name","Rural_urban_continuum_code_2013","Urban_influence_code_2013","Metro_2013","Average Employment Data from 2007 to 2017","Average Unemployment Data from 2007 to 2017"
"46099","SD","Minnehaha County SD","3","2","1","88573.66923076923","1779.840909090909"
"46101","SD","Moody County SD","8","7","0","7527.961538461538","99.57727272727271"
"46102","SD","Oglala Lakota County SD","6","6","0","5090.138461538461","223.85454545454547"
"46103","SD","Pennington County SD","3","2","1","48048.061538461545","1032.259090909091"
"46105","SD","Perkins County SD","8","7","0","4907.484615384616","29.668181818181814"
"46107","SD","Potter County SD","9","10","0","5180.4384615384615","24.45909090909091"
"46109","SD","Roberts County SD","9","10","0","7297.83076923077","126.60909090909094"
"46111","SD","Sanborn County SD","9","10","0","5014.238461538462","22.772727272727273"
"46115","SD","Spink County SD","9","10","0","6571.776923076924","62.52272727272727"
"46117","SD","Stanley County SD","9","8","0","6637.784615384615","29.13181818181818"
"46119","SD","Sully County SD","9","8","0","4951.723076923077","14.463636363636367"
"46121","SD","Todd County SD","9","12","0","4797.692307692308","128.58181818181816"
"46123","SD","Tripp County SD","7","11","0","6020.423076923077","50.83636363636364"
"46125","SD","Turner County SD","3","2","1","8275.238461538462","81.25454545454546"
"46127","SD","Union County SD","3","2","1","12267.407692307692","170.49545454545452"
"46129","SD","Walworth County SD","7","11","0","5624.546153846154","68.24545454545455"
"46135","SD","Yankton County SD","7","8","0","13748.26923076923","205.95454545454547"
"46137","SD","Ziebach County SD","8","7","0","3148.9307692307693","31.718181818181822"
"47001","TN","Anderson County TN","2","2","1","30830.17692307692","1187.3363636363638"
"47003","TN","Bedford County TN","4","3","0","19848.346153846152","853.2772727272728"
"47005","TN","Benton County TN","7","9","0","8077.738461538462","324.1045454545455"
"47007","TN","Bledsoe County TN","8","7","0","6346.1846153846145","216.7"
"47009","TN","Blount County TN","2","2","1","52448.04615384615","1961.7409090909089"
"47011","TN","Bradley County TN","3","2","1","41898.10769230769","1595.609090909091"
"47013","TN","Campbell County TN","2","2","1","14772.16153846154","736.4545454545455"
"47015","TN","Cannon County TN","1","1","1","8286.0","234.4727272727273"
"47017","TN","Carroll County TN","6","6","0","13059.407692307692","673.9454545454546"
"47019","TN","Carter County TN","3","2","1","22893.446153846155","1015.9363636363636"
"47021","TN","Cheatham County TN","1","1","1","20604.207692307693","621.8409090909091"
"47023","TN","Chester County TN","3","2","1","9894.607692307693","302.83636363636367"
"47025","TN","Claiborne County TN","6","6","0","12707.146153846154","567.0863636363638"
"47027","TN","Clay County TN","9","10","0","4859.838461538462","162.0181818181818"
"47029","TN","Cocke County TN","6","5","0","14249.376923076923","757.6727272727272"
"47031","TN","Coffee County TN","4","3","0","23221.207692307693","890.3181818181816"
"47033","TN","Crockett County TN","3","2","1","8545.184615384615","293.5681818181818"
"47035","TN","Cumberland County TN","4","5","0","21490.284615384615","952.0590909090911"
"47037","TN","Davidson County TN","1","1","1","284123.43846153846","9714.6"
"47039","TN","Decatur County TN","9","12","0","6912.753846153846","247.71363636363637"
"47041","TN","DeKalb County TN","6","4","0","9706.638461538461","346.909090909091"
"47043","TN","Dickson County TN","1","1","1","22958.884615384617","845.0818181818181"
"47045","TN","Dyer County TN","5","8","0","16281.830769230768","779.3000000000001"
"47047","TN","Fayette County TN","1","1","1","18652.684615384616","698.1045454545455"
"47049","TN","Fentress County TN","9","10","0","8224.053846153845","341.0681818181818"
"47051","TN","Franklin County TN","6","5","0","19147.546153846153","688.8999999999999"
"47053","TN","Gibson County TN","4","6","0","19786.046153846153","1034.0499999999997"
"47055","TN","Giles County TN","6","4","0","14443.084615384616","555.3772727272727"
"47057","TN","Grainger County TN","2","2","1","10549.538461538461","432.1272727272728"
"47059","TN","Greene County TN","4","5","0","26660.63076923077","1398.277272727273"
"47061","TN","Grundy County TN","8","7","0","6652.453846153846","258.88181818181823"
"47063","TN","Hamblen County TN","3","2","1","25080.13076923077","1132.722727272727"
"47065","TN","Hamilton County TN","2","2","1","137969.10769230768","5262.645454545455"
"47067","TN","Hancock County TN","8","7","0","3915.1692307692306","127.5227272727273"
"47069","TN","Hardeman County TN","6","4","0","10635.507692307692","486.1681818181818"
"47071","TN","Hardin County TN","6","6","0","11419.415384615384","492.3181818181818"
"47073","TN","Hawkins County TN","2","2","1","22648.40769230769","974.0863636363636"
"47075","TN","Haywood County TN","6","4","0","9166.5","457.43636363636364"
"47077","TN","Henderson County TN","6","6","0","12795.792307692307","624.5"
"47079","TN","Henry County TN","7","8","0","13880.061538461538","609.040909090909"
"47081","TN","Hickman County TN","1","1","1","11359.107692307693","411.8636363636364"
"47083","TN","Houston County TN","8","4","0","5832.3153846153855","168.54545454545453"
"47085","TN","Humphreys County TN","6","4","0","10200.130769230771","369.95000000000005"
"47087","TN","Jackson County TN","8","3","0","6229.33076923077","225.78636363636363"
"47089","TN","Jefferson County TN","3","2","1","22126.292307692307","966.4090909090909"
"47091","TN","Johnson County TN","6","6","0","8334.030769230769","310.56818181818176"
"47093","TN","Knox County TN","2","2","1","188350.96923076923","6335.809090909091"
"47095","TN","Lake County TN","9","9","0","4043.3846153846152","105.85454545454544"
"47097","TN","Lauderdale County TN","6","4","0","10616.176923076922","560.9727272727273"
"47099","TN","Lawrence County TN","6","3","0","16922.253846153846","819.5272727272728"
"47101","TN","Lewis County TN","6","4","0","6854.423076923077","263.30454545454546"
"47103","TN","Lincoln County TN","6","6","0","16242.507692307692","435.6227272727272"
"47105","TN","Loudon County TN","2","2","1","22212.30769230769","753.0272727272727"
"47107","TN","McMinn County TN","4","5","0","21119.023076923077","993.5545454545455"
"47109","TN","McNairy County TN","6","6","0","10532.961538461539","493.20000000000005"
"47111","TN","Macon County TN","1","1","1","10686.884615384615","398.4"
"47113","TN","Madison County TN","3","2","1","41013.82307692307","1735.5545454545454"
"47115","TN","Marion County TN","2","2","1","12826.638461538461","517.3045454545455"
"47117","TN","Marshall County TN","6","3","0","14771.93076923077","615.0590909090909"
"47119","TN","Maury County TN","1","1","1","35858.27692307692","1564.5545454545454"
"47121","TN","Meigs County TN","8","7","0","6910.538461538462","239.50454545454542"
"47123","TN","Monroe County TN","6","6","0","17791.684615384616","881.7772727272727"
"47125","TN","Montgomery County TN","2","2","1","63899.31538461538","2527.3136363636363"
"47127","TN","Moore County TN","9","8","0","6859.553846153846","95.2181818181818"
"47129","TN","Morgan County TN","2","2","1","9274.961538461539","360.10909090909087"
"47131","TN","Obion County TN","7","8","0","13747.707692307693","651.9772727272727"
"47133","TN","Overton County TN","7","8","0","10239.823076923078","417.34999999999997"
"47135","TN","Perry County TN","8","4","0","5047.876923076923","167.15"
"47137","TN","Pickett County TN","9","10","0","4546.03076923077","107.90454545454546"
"47139","TN","Polk County TN","3","2","1","8910.815384615385","309.3727272727273"
"47141","TN","Putnam County TN","4","3","0","29831.26923076923","1181.5181818181818"
"47143","TN","Rhea County TN","6","5","0","13540.3","622.0318181818183"
"47145","TN","Roane County TN","2","2","1","22805.776923076923","883.9090909090909"
"47147","TN","Robertson County TN","1","1","1","31427.430769230767","1084.609090909091"
"47149","TN","Rutherford County TN","1","1","1","121687.55384615384","4269.295454545454"
"47151","TN","Scott County TN","6","6","0","8973.5","536.3000000000001"
"47153","TN","Sequatchie County TN","2","2","1","8031.799999999999","247.91363636363633"
"47155","TN","Sevier County TN","4","5","0","42259.33076923077","1855.7545454545457"
"47157","TN","Shelby County TN","1","1","1","348074.47692307696","16515.090909090908"
"47159","TN","Smith County TN","1","1","1","10512.676923076922","349.86818181818177"
"47161","TN","Stewart County TN","8","7","0","7667.307692307692","262.52727272727276"
"47163","TN","Sullivan County TN","2","2","1","60455.31538461538","2381.377272727272"
"47165","TN","Sumner County TN","1","1","1","72824.53846153847","2541.5727272727277"
"47167","TN","Tipton County TN","1","1","1","26103.069230769233","1173.4454545454546"
"47169","TN","Trousdale County TN","1","1","1","6383.130769230769","148.9909090909091"
"47171","TN","Unicoi County TN","3","2","1","8981.153846153846","346.29545454545456"
"47173","TN","Union County TN","2","2","1","9037.4","311.93636363636364"
"47175","TN","Van Buren County TN","9","10","0","4664.046153846154","113.54545454545455"
"47177","TN","Warren County TN","6","3","0","16573.284615384615","711.9636363636363"
"47179","TN","Washington County TN","3","2","1","51168.346153846156","1913.554545454546"
"47181","TN","Wayne County TN","8","6","0","7920.284615384615","303.53181818181815"
"47183","TN","Weakley County TN","7","8","0","15395.369230769229","719.3227272727271"
"47185","TN","White County TN","7","9","0","12056.93076923077","480.4863636363636"
"47187","TN","Williamson County TN","1","1","1","89023.5","2371.3681818181817"
"47189","TN","Wilson County TN","1","1","1","54806.407692307694","1779.0636363636365"
"48001","TX","Anderson County TX","7","8","0","20849.053846153845","629.7454545454545"
"48003","TX","Andrews County TX","6","5","0","11282.938461538462","172.37727272727273"
"48005","TX","Angelina County TX","5","8","0","33605.32307692308","1197.3727272727274"
"48007","TX","Aransas County TX","2","2","1","11697.561538461538","329.5318181818182"
"48009","TX","Archer County TX","3","2","1","8162.546153846154","110.10909090909091"
"48011","TX","Armstrong County TX","2","2","1","5052.538461538462","20.731818181818184"
"48013","TX","Atascosa County TX","1","1","1","20059.830769230768","588.2590909090909"
"48015","TX","Austin County TX","1","1","1","15304.761538461538","394.99090909090904"
"48017","TX","Bailey County TX","7","9","0","5583.507692307693","89.46363636363638"
"48019","TX","Bandera County TX","1","1","1","11808.676923076922","252.86818181818188"
"48021","TX","Bastrop County TX","1","1","1","33170.21538461538","1009.818181818182"
"48023","TX","Baylor County TX","8","6","0","4260.9769230769225","44.122727272727275"
"48025","TX","Bee County TX","6","5","0","11637.76923076923","387.6272727272728"
"48027","TX","Bell County TX","2","2","1","109232.9923076923","3920.0636363636363"
"48029","TX","Bexar County TX","1","1","1","671661.3846153846","21744.768181818185"
"48031","TX","Blanco County TX","8","4","0","8875.915384615384","116.05"
"48033","TX","Borden County TX","8","7","0","4963.584615384615","10.231818181818182"
"48035","TX","Bosque County TX","6","4","0","10228.784615384617","248.4909090909091"
"48037","TX","Bowie County TX","3","2","1","36313.25384615384","1291.8818181818183"
"48039","TX","Brazoria County TX","1","1","1","131524.5923076923","4807.522727272727"
"48041","TX","Brazos County TX","3","2","1","85304.51538461538","2259.822727272727"
"48043","TX","Brewster County TX","7","11","0","6976.623076923077","104.44545454545454"
"48045","TX","Briscoe County TX","9","12","0","3868.4384615384615","18.481818181818184"
"48047","TX","Brooks County TX","7","9","0","4282.0","126.13181818181819"
"48049","TX","Brown County TX","5","8","0","16785.33846153846","478.23181818181814"
"48051","TX","Burleson County TX","3","2","1","9987.215384615385","217.7863636363637"
"48053","TX","Burnet County TX","6","4","0","21525.292307692307","513.3363636363637"
"48055","TX","Caldwell County TX","1","1","1","17195.438461538462","508.45909090909095"
"48057","TX","Calhoun County TX","6","5","0","12280.038461538461","324.8"
"48059","TX","Callahan County TX","3","2","1","8504.676923076924","158.5681818181818"
"48061","TX","Cameron County TX","2","2","1","126699.82307692307","6933.845454545455"
"48063","TX","Camp County TX","6","6","0","7500.084615384616","192.40909090909096"
"48065","TX","Carson County TX","2","2","1","7442.123076923077","67.7909090909091"
"48067","TX","Cass County TX","6","6","0","13016.515384615386","531.4000000000001"
"48069","TX","Castro County TX","6","6","0","6511.530769230769","79.54545454545455"
"48071","TX","Chambers County TX","1","1","1","19328.453846153847","592.3681818181817"
"48073","TX","Cherokee County TX","6","5","0","19798.815384615384","691.0363636363637"
"48075","TX","Childress County TX","7","11","0","5450.092307692307","68.40909090909089"
"48077","TX","Clay County TX","3","2","1","8120.299999999999","140.95454545454544"
"48079","TX","Cochran County TX","9","10","0","4184.807692307692","45.88181818181818"
"48081","TX","Coke County TX","8","7","0","4340.953846153846","41.02272727272728"
"48083","TX","Coleman County TX","6","6","0","6053.361538461539","112.48636363636365"
"48085","TX","Collin County TX","1","1","1","371300.8230769231","11387.05909090909"
"48087","TX","Collingsworth County TX","9","10","0","3948.007692307692","31.604545454545462"
"48089","TX","Colorado County TX","6","4","0","11878.007692307692","273.94545454545454"
"48091","TX","Comal County TX","1","1","1","52698.13846153847","1436.3681818181817"
"48093","TX","Comanche County TX","7","9","0","7805.6","157.85000000000002"
"48095","TX","Concho County TX","8","6","0","4185.923076923077","33.91818181818182"
"48097","TX","Cooke County TX","6","3","0","21057.515384615384","484.78181818181815"
"48099","TX","Coryell County TX","2","2","1","23376.046153846153","784.4136363636364"
"48101","TX","Cottle County TX","9","12","0","3192.861538461538","22.213636363636365"
"48103","TX","Crane County TX","6","6","0","5883.346153846154","55.74090909090909"
"48105","TX","Crockett County TX","7","11","0","5107.0230769230775","54.949999999999996"
"48107","TX","Crosby County TX","2","2","1","4881.7","82.50909090909092"
"48109","TX","Culberson County TX","9","12","0","3806.138461538462","28.800000000000008"
"48111","TX","Dallam County TX","7","11","0","6886.053846153846","65.09545454545456"
"48113","TX","Dallas County TX","1","1","1","975538.8615384615","36414.031818181815"
"48115","TX","Dawson County TX","7","8","0","7137.892307692308","153.15"
"48117","TX","Deaf Smith County TX","6","5","0","10698.515384615386","191.35000000000002"
"48119","TX","Delta County TX","8","4","0","5191.299999999999","77.89999999999999"
"48121","TX","Denton County TX","1","1","1","322866.99230769236","9642.327272727272"
"48123","TX","DeWitt County TX","6","6","0","11226.992307692308","247.08636363636361"
"48125","TX","Dickens County TX","8","7","0","3615.0461538461536","36.10909090909092"
"48127","TX","Dimmit County TX","6","6","0","7347.738461538462","175.16818181818184"
"48129","TX","Donley County TX","8","7","0","4390.346153846154","46.87272727272727"
"48131","TX","Duval County TX","7","9","0","6732.2692307692305","210.30454545454543"
"48133","TX","Eastland County TX","6","6","0","9437.215384615385","244.2136363636363"
"48135","TX","Ector County TX","3","2","1","64098.42307692308","1914.1363636363637"
"48137","TX","Edwards County TX","9","12","0","3579.276923076923","27.672727272727276"
"48139","TX","Ellis County TX","1","1","1","67036.74615384615","2154.2772727272722"
"48141","TX","El Paso County TX","2","2","1","265582.7923076923","11666.122727272728"
"48143","TX","Erath County TX","4","3","0","19327.184615384616","478.07727272727277"
"48145","TX","Falls County TX","2","2","1","8332.7","217.27272727272722"
"48147","TX","Fannin County TX","6","4","0","15409.223076923077","450.01818181818174"
"48149","TX","Fayette County TX","6","4","0","14256.692307692309","266.74545454545455"
"48151","TX","Fisher County TX","8","7","0","5082.4384615384615","49.33636363636364"
"48153","TX","Floyd County TX","6","6","0","5550.046153846154","102.12272727272726"
"48155","TX","Foard County TX","9","10","0","3283.7461538461534","17.94090909090909"
"48157","TX","Fort Bend County TX","1","1","1","261098.90769230766","8620.263636363637"
"48159","TX","Franklin County TX","7","9","0","7266.8538461538465","145.8272727272727"
"48161","TX","Freestone County TX","7","9","0","10112.438461538462","253.68636363636367"
"48163","TX","Frio County TX","6","4","0","9775.33076923077","216.60909090909084"
"48165","TX","Gaines County TX","7","9","0","10748.823076923078","175.5090909090909"
"48167","TX","Galveston County TX","1","1","1","124551.33846153846","4933.813636363636"
"48169","TX","Garza County TX","6","6","0","5223.623076923077","51.440909090909095"
"48171","TX","Gillespie County TX","7","8","0","14927.761538461538","244.2727272727273"
"48173","TX","Glasscock County TX","8","5","0","6086.392307692308","15.086363636363636"
"48175","TX","Goliad County TX","3","2","1","6999.284615384615","92.80909090909091"
"48177","TX","Gonzales County TX","6","4","0","11266.107692307693","227.5454545454545"
"48179","TX","Gray County TX","6","5","0","11518.884615384615","280.65"
"48181","TX","Grayson County TX","3","2","1","51217.35384615384","1695.2727272727273"
"48183","TX","Gregg County TX","3","2","1","52263.661538461536","1752.8590909090906"
"48185","TX","Grimes County TX","6","4","0","12899.684615384615","361.05"
"48187","TX","Guadalupe County TX","1","1","1","59474.27692307692","1627.359090909091"
"48189","TX","Hale County TX","4","5","0","14887.538461538461","523.6454545454545"
"48191","TX","Hall County TX","9","12","0","3425.053846153846","49.354545454545466"
"48193","TX","Hamilton County TX","6","6","0","6595.676923076923","99.22272727272728"
"48195","TX","Hansford County TX","7","9","0","6859.553846153846","51.93636363636363"
"48197","TX","Hardeman County TX","9","9","0","4246.446153846154","53.22727272727273"
"48199","TX","Hardin County TX","2","2","1","24883.1","921.1636363636361"
"48201","TX","Harris County TX","1","1","1","1691343.5153846154","62753.7090909091"
"48203","TX","Harrison County TX","4","5","0","28563.415384615386","1023.2272727272727"
"48205","TX","Hartley County TX","7","11","0","7667.223076923076","43.300000000000004"
"48207","TX","Haskell County TX","6","6","0","4968.630769230769","65.89090909090909"
"48209","TX","Hays County TX","1","1","1","76298.89230769231","2114.0499999999997"
"48211","TX","Hemphill County TX","7","11","0","7802.946153846154","37.32727272727272"
"48213","TX","Henderson County TX","4","3","0","30940.284615384615","1093.5545454545454"
"48215","TX","Hidalgo County TX","2","2","1","247026.03846153847","14549.518181818183"
"48217","TX","Hill County TX","6","4","0","16288.438461538462","476.3090909090908"
"48219","TX","Hockley County TX","6","5","0","12961.369230769229","287.63181818181823"
"48221","TX","Hood County TX","1","1","1","23986.561538461538","699.9227272727273"
"48223","TX","Hopkins County TX","6","3","0","17376.715384615385","450.5136363636364"
"48225","TX","Houston County TX","7","9","0","10278.93076923077","299.5863636363636"
"48227","TX","Howard County TX","4","5","0","14836.207692307693","368.30454545454546"
"48229","TX","Hudspeth County TX","2","2","1","3861.5615384615385","47.59090909090909"
"48231","TX","Hunt County TX","1","1","1","34499.123076923075","1227.1636363636362"
"48233","TX","Hutchinson County TX","6","5","0","12286.869230769229","298.53636363636366"
"48235","TX","Irion County TX","3","2","1","5873.453846153846","19.40909090909091"
"48237","TX","Jack County TX","6","4","0","7061.846153846154","106.83636363636364"
"48239","TX","Jackson County TX","6","6","0","9894.607692307693","182.27272727272728"
"48241","TX","Jasper County TX","6","6","0","14756.184615384615","662.6818181818182"
"48243","TX","Jeff Davis County TX","9","12","0","4544.653846153846","25.19090909090909"
"48245","TX","Jefferson County TX","2","2","1","89738.96923076923","4876.763636363637"
"48247","TX","Jim Hogg County TX","6","6","0","4457.592307692307","85.34545454545453"
"48249","TX","Jim Wells County TX","4","5","0","18568.753846153846","695.9772727272729"
"48251","TX","Johnson County TX","1","1","1","63560.053846153845","2134.377272727273"
"48253","TX","Jones County TX","3","2","1","8190.484615384616","205.63181818181818"
"48255","TX","Karnes County TX","6","4","0","8164.776923076924","164.7590909090909"
"48257","TX","Kaufman County TX","1","1","1","46163.63076923077","1504.1045454545456"
"48259","TX","Kendall County TX","1","1","1","20876.776923076923","396.1363636363636"
"48261","TX","Kenedy County TX","9","8","0","3189.646153846154","7.704545454545453"
"48263","TX","Kent County TX","9","10","0","3881.361538461538","11.413636363636364"
"48265","TX","Kerr County TX","4","3","0","21539.476923076923","529.9181818181818"
"48267","TX","Kimble County TX","7","9","0","4809.761538461538","49.92727272727272"
"48269","TX","King County TX","9","12","0","4731.7307692307695","6.686363636363635"
"48271","TX","Kinney County TX","7","10","0","4119.0615384615385","50.89545454545455"
"48273","TX","Kleberg County TX","4","5","0","15508.453846153845","478.5363636363636"
"48275","TX","Knox County TX","9","12","0","4310.492307692308","43.86818181818182"
"48277","TX","Lamar County TX","5","8","0","21454.615384615383","775.1318181818183"
"48279","TX","Lamb County TX","6","6","0","7896.838461538461","207.86363636363637"
"48281","TX","Lampasas County TX","2","2","1","11596.0","259.3181818181818"
"48283","TX","La Salle County TX","6","6","0","5938.661538461539","93.77727272727272"
"48285","TX","Lavaca County TX","6","6","0","11354.276923076923","216.7818181818182"
"48287","TX","Lee County TX","6","4","0","11305.653846153846","218.5590909090909"
"48289","TX","Leon County TX","8","7","0","9129.484615384616","232.3818181818182"
"48291","TX","Liberty County TX","1","1","1","27825.838461538464","1288.5136363636364"
"48293","TX","Limestone County TX","6","6","0","10643.892307692307","292.3409090909091"
"48295","TX","Lipscomb County TX","9","12","0","5577.83076923077","37.57272727272727"
"48297","TX","Live Oak County TX","8","7","0","8357.83076923077","137.06363636363633"
"48299","TX","Llano County TX","7","11","0","10254.93076923077","230.9636363636363"
"48301","TX","Loving County TX","9","12","0","4999.723076923077","4.972727272727273"
"48303","TX","Lubbock County TX","2","2","1","121714.91538461538","3246.622727272727"
"48305","TX","Lynn County TX","2","2","1","5359.576923076923","75.69090909090909"
"48307","TX","McCulloch County TX","7","9","0","6315.838461538461","105.97727272727273"
"48309","TX","McLennan County TX","2","2","1","94158.73076923077","3082.8545454545456"
"48311","TX","McMullen County TX","9","12","0","5737.223076923076","11.486363636363636"
"48313","TX","Madison County TX","6","6","0","7156.461538461538","149.82272727272726"
"48315","TX","Marion County TX","8","7","0","6283.746153846154","180.64999999999998"
"48317","TX","Martin County TX","3","2","1","6475.907692307693","52.781818181818196"
"48319","TX","Mason County TX","9","10","0","5092.015384615384","47.14545454545455"
"48321","TX","Matagorda County TX","4","3","0","16843.83846153846","746.1727272727272"
"48323","TX","Maverick County TX","5","8","0","19855.76923076923","1392.5818181818183"
"48325","TX","Medina County TX","1","1","1","20145.438461538462","562.7545454545453"
"48327","TX","Menard County TX","9","12","0","3445.276923076923","28.918181818181814"
"48329","TX","Midland County TX","3","2","1","71191.26923076923","1573.9454545454546"
"48331","TX","Milam County TX","6","4","0","11655.292307692307","390.3"
"48333","TX","Mills County TX","9","10","0","5076.376923076923","52.86363636363635"
"48335","TX","Mitchell County TX","7","9","0","5524.838461538461","95.4909090909091"
"48337","TX","Montague County TX","6","4","0","11504.130769230771","254.35454545454542"
"48339","TX","Montgomery County TX","1","1","1","196524.23846153848","6341.154545454544"
"48341","TX","Moore County TX","7","8","0","13230.884615384615","217.71818181818182"
"48343","TX","Morris County TX","6","6","0","7246.3538461538465","279.47727272727275"
"48345","TX","Motley County TX","9","12","0","3346.861538461538","16.513636363636365"
"48347","TX","Nacogdoches County TX","5","8","0","26690.023076923077","831.1545454545455"
"48349","TX","Navarro County TX","4","3","0","21247.153846153848","675.9818181818182"
"48351","TX","Newton County TX","2","2","1","7524.930769230769","274.20909090909083"
"48353","TX","Nolan County TX","6","5","0","8949.107692307693","190.3181818181818"
"48355","TX","Nueces County TX","2","2","1","135580.28461538462","4904.781818181818"
"48357","TX","Ochiltree County TX","7","11","0","8923.7","109.24999999999999"
"48359","TX","Oldham County TX","2","2","1","4935.446153846154","20.531818181818185"
"48361","TX","Orange County TX","2","2","1","34207.2076923077","1654.0045454545455"
"48363","TX","Palo Pinto County TX","6","3","0","14125.153846153846","404.22272727272724"
"48365","TX","Panola County TX","6","6","0","13185.646153846154","370.99090909090904"
"48367","TX","Parker County TX","1","1","1","51304.20769230769","1515.2772727272727"
"48369","TX","Parmer County TX","7","9","0","7742.799999999999","87.16363636363636"
"48371","TX","Pecos County TX","7","11","0","9077.792307692307","198.34545454545457"
"48373","TX","Polk County TX","6","4","0","16892.0","640.1545454545454"
"48375","TX","Potter County TX","2","2","1","49342.730769230766","1311.8999999999999"
"48377","TX","Presidio County TX","7","11","0","5076.607692307692","225.81818181818178"
"48379","TX","Rains County TX","8","4","0","7866.9769230769225","156.80454545454543"
"48381","TX","Randall County TX","2","2","1","60849.023076923084","1293.9818181818184"
"48383","TX","Reagan County TX","6","6","0","6855.153846153846","43.11363636363637"
"48385","TX","Real County TX","9","10","0","3765.8384615384616","41.09545454545455"
"48387","TX","Red River County TX","6","6","0","7007.323076923077","225.35"
"48389","TX","Reeves County TX","7","8","0","7389.376923076923","171.0727272727273"
"48391","TX","Refugio County TX","6","6","0","6324.553846153846","104.28636363636362"
"48393","TX","Roberts County TX","9","10","0","6239.153846153846","12.013636363636364"
"48395","TX","Robertson County TX","3","2","1","9023.953846153845","238.51363636363638"
"48397","TX","Rockwall County TX","1","1","1","41238.86923076923","1076.8363636363636"
"48399","TX","Runnels County TX","6","6","0","6915.992307692307","131.12727272727273"
"48401","TX","Rusk County TX","3","2","1","22436.53846153846","693.9227272727272"
"48403","TX","Sabine County TX","8","7","0","5571.538461538462","211.54545454545453"
"48405","TX","San Augustine County TX","9","10","0","5182.6461538461535","155.83636363636361"
"48407","TX","San Jacinto County TX","8","4","0","12185.530769230769","399.3772727272728"
"48409","TX","San Patricio County TX","2","2","1","27727.561538461538","1127.8636363636365"
"48411","TX","San Saba County TX","7","9","0","5003.207692307692","63.36818181818183"
"48413","TX","Schleicher County TX","8","7","0","4910.653846153846","41.08181818181819"
"48415","TX","Scurry County TX","7","8","0","10096.607692307693","187.9681818181818"
"48417","TX","Shackelford County TX","8","7","0","5972.530769230769","38.17272727272727"
"48419","TX","Shelby County TX","7","9","0","12206.776923076923","378.95"
"48421","TX","Sherman County TX","9","10","0","5475.653846153846","28.868181818181824"
"48423","TX","Smith County TX","3","2","1","85153.29230769232","2964.5681818181815"
"48425","TX","Somervell County TX","1","1","1","7664.738461538462","122.12727272727271"
"48427","TX","Starr County TX","4","5","0","20359.784615384615","1771.2636363636366"
"48429","TX","Stephens County TX","7","11","0","6758.4384615384615","117.9409090909091"
"48431","TX","Sterling County TX","8","7","0","5272.469230769231","15.42727272727273"
"48433","TX","Stonewall County TX","9","12","0","4008.3999999999996","17.899999999999995"
"48435","TX","Sutton County TX","7","11","0","6039.369230769231","60.43181818181818"
"48437","TX","Swisher County TX","6","6","0","5462.200000000001","88.96818181818182"
"48439","TX","Tarrant County TX","1","1","1","766819.3692307693","26656.754545454543"
"48441","TX","Taylor County TX","3","2","1","55994.092307692306","1540.159090909091"
"48443","TX","Terrell County TX","9","12","0","3522.130769230769","15.140909090909092"
"48445","TX","Terry County TX","6","6","0","7501.0615384615385","160.52727272727273"
"48447","TX","Throckmorton County TX","9","12","0","3991.446153846154","21.818181818181817"
"48449","TX","Titus County TX","7","8","0","14162.238461538462","434.34545454545446"
"48451","TX","Tom Green County TX","3","2","1","46696.86153846153","1303.3954545454546"
"48453","TX","Travis County TX","1","1","1","496938.52307692304","14114.204545454546"
"48455","TX","Trinity County TX","7","8","0","7440.1461538461535","200.8590909090909"
"48457","TX","Tyler County TX","6","6","0","9320.623076923077","339.51818181818186"
"48459","TX","Upshur County TX","3","2","1","18560.2","574.790909090909"
"48461","TX","Upton County TX","8","7","0","5700.123076923077","38.013636363636365"
"48463","TX","Uvalde County TX","6","3","0","12072.707692307693","387.91818181818184"
"48465","TX","Val Verde County TX","5","8","0","19084.953846153847","707.3045454545455"
"48467","TX","Van Zandt County TX","6","4","0","23412.453846153847","698.9181818181818"
"48469","TX","Victoria County TX","3","2","1","39920.446153846155","1177.0818181818183"
"48471","TX","Walker County TX","4","3","0","22518.19230769231","730.6909090909091"
"48473","TX","Waller County TX","1","1","1","20044.59230769231","616.209090909091"
"48475","TX","Ward County TX","6","6","0","9157.676923076924","141.01363636363632"
"48477","TX","Washington County TX","6","3","0","16707.684615384616","411.28636363636366"
"48479","TX","Webb County TX","2","2","1","86721.91538461538","3131.9954545454543"
"48481","TX","Wharton County TX","4","3","0","20454.653846153848","617.8363636363637"
"48483","TX","Wheeler County TX","9","10","0","6017.6846153846145","63.03181818181816"
"48485","TX","Wichita County TX","3","2","1","50101.82307692307","1608.095454545455"
"48487","TX","Wilbarger County TX","6","5","0","8072.338461538461","160.81363636363636"
"48489","TX","Willacy County TX","6","5","0","7823.092307692307","473.72727272727275"
"48491","TX","Williamson County TX","1","1","1","198533.8153846154","5863.618181818181"
"48493","TX","Wilson County TX","1","1","1","22339.746153846154","530.4000000000001"
"48495","TX","Winkler County TX","6","6","0","6664.553846153846","99.16363636363634"
"48497","TX","Wise County TX","1","1","1","27040.6","826.1136363636364"
"48499","TX","Wood County TX","6","6","0","17310.884615384617","563.6545454545454"
"48501","TX","Yoakum County TX","7","9","0","7663.1461538461535","91.64545454545456"
"48503","TX","Young County TX","7","11","0","11098.776923076923","223.1863636363636"
"48505","TX","Zapata County TX","6","5","0","7276.715384615385","226.86363636363637"
"48507","TX","Zavala County TX","7","9","0","4925.392307692307","262.98636363636365"
